,carat,cut,cut_ord,color,clarity,clarity_ord,price
1624,1.15,Very Good,3,E,SI2,2,5794.25
1625,0.29,Very Good,3,E,VS1,4,-532.93
1626,1,Good,2,J,VS2,5,5736.2
1627,0.9,Very Good,3,H,SI2,2,3691
1628,0.55,Ideal,5,D,VS2,5,2424.65
1629,2.11,Ideal,5,D,SI2,2,14186.93
1630,1,Very Good,3,G,VVS2,6,6348.3
1631,0.37,Good,2,E,VS2,5,436.01
1632,0.5,Ideal,5,D,VS2,5,2004
1633,0.3,Ideal,5,I,VS1,4,-132.6
1634,0.7,Very Good,3,F,SI1,3,2462.4
1635,0.9,Premium,4,E,SI1,3,4303.1
1636,0.41,Ideal,5,I,VS2,5,1246.83
1637,0.33,Premium,4,G,VVS2,6,869.69
1638,0.68,Premium,4,D,SI1,3,2452.24
1639,0.73,Very Good,3,G,SI2,2,2260.79
1640,0.52,Ideal,5,E,SI1,3,1264.26
1641,0.47,Fair,1,E,SI1,3,211.21
1642,0.71,Good,2,H,SI1,3,2388.43
1643,0.7,Very Good,3,I,VS2,5,3370.4
1644,0.94,Very Good,3,D,SI1,3,4481.52
1645,0.41,Premium,4,G,SI1,3,180.73
1646,0.41,Premium,4,E,SI1,3,180.73
1647,0.34,Ideal,5,H,VS1,4,203.92
1648,0.75,Very Good,3,E,SI1,3,2883.05
1649,2.01,Premium,4,I,SI2,2,13187.53
1650,1,Ideal,5,G,VVS2,6,6664.5
1651,1.21,Very Good,3,H,VS1,4,7207.03
1652,0.74,Very Good,3,D,SI2,2,2344.92
1653,0.42,Good,2,F,SI1,3,-51.34
1654,0.51,Ideal,5,D,VVS2,6,2542.13
1655,1.57,Very Good,3,H,VS2,5,10689.71
1656,1,Premium,4,F,SI1,3,5144.4
1657,0.7,Ideal,5,G,VS1,4,3232.6
1658,0.92,Ideal,5,E,SI1,3,4629.46
1659,0.41,Ideal,5,G,VS1,4,792.83
1660,0.65,Very Good,3,H,VVS1,7,3857.75
1661,0.3,Premium,4,J,VS1,4,-290.7
1662,0.94,Ideal,5,D,SI2,2,4343.72
1663,0.32,Good,2,G,VS2,5,15.36
1664,1.2,Ideal,5,I,SI1,3,6985.1
1665,1,Ideal,5,G,VVS2,6,6664.5
1666,1.01,Premium,4,G,VS2,5,6136.53
1667,0.37,Ideal,5,F,VVS1,7,1818.31
1668,1.55,Good,2,J,VS1,4,9909.35
1669,0.52,Good,2,E,SI1,3,789.96
1670,0.51,Ideal,5,G,VS1,4,1634.13
1671,0.5,Good,2,E,SI1,3,621.7
1672,1.21,Very Good,3,D,SI2,2,6299.03
1673,1.01,Premium,4,E,SI2,2,4774.53
1674,1.12,Ideal,5,F,VVS2,6,7674.06
1675,1.26,Ideal,5,H,SI1,3,7489.88
1676,0.72,Ideal,5,F,SI2,2,2492.86
1677,1.03,Ideal,5,G,SI1,3,5554.89
1678,0.32,Ideal,5,F,IF,8,1851.66
1679,0.3,Premium,4,G,VVS2,6,617.3
1680,0.72,Good,2,F,VS2,5,3380.56
1681,0.76,Premium,4,E,SI2,2,2671.28
1682,1.02,Premium,4,H,VS2,5,6220.66
1683,1.7,Premium,4,I,VS2,5,11941.5
1684,0.41,Ideal,5,I,VS1,4,792.83
1685,2.09,Very Good,3,F,SI2,2,13702.47
1686,1.08,Ideal,5,G,IF,8,8245.54
1687,1.06,Premium,4,H,VS2,5,6557.18
1688,1.26,Very Good,3,I,VS1,4,7627.68
1689,0.8,Very Good,3,J,VS1,4,3757.7
1690,1,Very Good,3,E,VS2,5,5894.3
1691,0.3,Ideal,5,H,VS2,5,321.4
1692,0.42,Very Good,3,E,SI1,3,106.76
1693,0.93,Ideal,5,D,SI2,2,4259.59
1694,0.3,Good,2,I,VVS1,7,755.1
1695,0.3,Ideal,5,G,IF,8,1683.4
1696,0.43,Very Good,3,G,VS1,4,644.89
1697,0.71,Good,2,I,VVS2,6,3750.43
1698,0.41,Good,2,E,VVS2,6,1226.53
1699,0.95,Premium,4,G,SI2,2,4269.75
1700,2,Very Good,3,G,SI2,2,12945.3
1701,1.05,Very Good,3,G,VS2,5,6314.95
1702,0.34,Very Good,3,I,SI1,3,-566.28
1703,2,Premium,4,J,I1,1,12649.4
1704,1.04,Very Good,3,F,VS2,5,6230.82
1705,0.52,Ideal,5,G,SI1,3,1264.26
1706,2.07,Very Good,3,H,SI2,2,13534.21
1707,0.91,Fair,1,H,SI2,2,3458.93
1708,0.5,Ideal,5,H,SI1,3,1096
1709,1.51,Premium,4,E,SI2,2,8981.03
1710,0.3,Good,2,F,VVS1,7,755.1
1711,0.55,Ideal,5,G,VS2,5,2424.65
1712,1.2,Premium,4,E,VVS2,6,8189
1713,1.01,Premium,4,H,VS2,5,6136.53
1714,0.51,Ideal,5,G,VVS2,6,2542.13
1715,0.53,Ideal,5,I,VS1,4,1802.39
1716,1.2,Ideal,5,E,VVS1,7,8801.1
1717,0.71,Very Good,3,H,VVS2,6,3908.53
1718,0.32,Very Good,3,G,VVS1,7,1081.46
1719,2.13,Ideal,5,I,SI2,2,14355.19
1720,1.1,Ideal,5,G,VS1,4,6597.8
1721,0.7,Ideal,5,H,VVS2,6,4140.6
1722,0.3,Premium,4,D,SI1,3,-744.7
1723,0.48,Very Good,3,E,SI1,3,611.54
1724,0.3,Ideal,5,D,SI1,3,-586.6
1725,0.32,Ideal,5,F,VS2,5,489.66
1726,0.71,Ideal,5,D,VS1,4,3316.73
1727,1.25,Ideal,5,F,VS1,4,7859.75
1728,0.51,Ideal,5,I,VVS2,6,2542.13
1729,0.73,Very Good,3,H,VS1,4,3168.79
1730,0.41,Good,2,G,VVS1,7,1680.53
1731,1.23,Ideal,5,F,VVS2,6,8599.49
1732,0.55,Ideal,5,I,VVS1,7,3332.65
1733,0.58,Very Good,3,D,SI1,3,1452.84
1734,0.97,Premium,4,D,SI1,3,4892.01
1735,0.33,Ideal,5,E,VS2,5,573.79
1736,0.33,Ideal,5,G,VVS2,6,1027.79
1737,0.41,Ideal,5,J,VS1,4,792.83
1738,0.27,Ideal,5,F,VVS1,7,977.01
1739,0.3,Very Good,3,G,SI1,3,-902.8
1740,0.52,Ideal,5,E,VVS2,6,2626.26
1741,0.42,Ideal,5,E,VVS1,7,2238.96
1742,1.01,Good,2,E,SI2,2,4458.33
1743,0.39,Ideal,5,G,VVS1,7,1986.57
1744,0.43,Very Good,3,E,SI1,3,190.89
1745,0.72,Ideal,5,F,VVS2,6,4308.86
1746,0.23,Very Good,3,H,VVS1,7,324.29
1747,0.79,Very Good,3,D,VS1,4,3673.57
1748,0.35,Ideal,5,G,IF,8,2104.05
1749,0.24,Very Good,3,J,VVS2,6,-45.58
1750,0.68,Very Good,3,F,VVS2,6,3656.14
1751,1.02,Very Good,3,E,VS1,4,5608.56
1752,0.71,Ideal,5,F,SI2,2,2408.73
1753,0.76,Premium,4,I,VVS1,7,4941.28
1754,0.41,Ideal,5,G,VVS2,6,1700.83
1755,0.7,Very Good,3,G,SI2,2,2008.4
1756,2.41,Premium,4,H,SI2,2,16552.73
1757,0.61,Good,2,H,VVS2,6,2909.13
1758,1,Ideal,5,D,SI1,3,5302.5
1759,0.71,Ideal,5,D,VS2,5,3770.73
1760,1.13,Very Good,3,F,SI1,3,6079.99
1761,0.41,Ideal,5,E,VS2,5,1246.83
1762,0.76,Very Good,3,H,SI1,3,2967.18
1763,0.97,Ideal,5,I,I1,1,4142.11
1764,0.62,Premium,4,G,I1,1,1039.46
1765,0.9,Good,2,F,SI1,3,3986.9
1766,0.79,Very Good,3,E,VS2,5,4127.57
1767,0.3,Ideal,5,E,SI1,3,-586.6
1768,0.31,Ideal,5,G,VVS1,7,1313.53
1769,0.32,Ideal,5,D,VS2,5,489.66
1770,1.04,Good,2,D,SI1,3,5164.72
1771,1.21,Ideal,5,G,VVS1,7,8885.23
1772,1.02,Fair,1,G,SI1,3,4838.36
1773,0.35,Ideal,5,E,VS2,5,742.05
1774,0.32,Ideal,5,D,SI1,3,-418.34
1775,1.02,Premium,4,F,VS1,4,5766.66
1776,0.36,Premium,4,E,SI2,2,-693.92
1777,0.38,Premium,4,G,VS1,4,382.34
1778,1.05,Premium,4,H,SI1,3,5565.05
1779,0.41,Good,2,E,SI2,2,-589.47
1780,1.05,Very Good,3,D,VS2,5,6314.95
1781,1.52,Premium,4,H,SI1,3,9519.16
1782,0.9,Ideal,5,H,SI1,3,4461.2
1783,1.15,Premium,4,H,SI2,2,5952.35
1784,0.94,Ideal,5,D,SI1,3,4797.72
1785,0.7,Premium,4,G,VS1,4,3074.5
1786,0.5,Ideal,5,D,VVS2,6,2458
1787,0.64,Ideal,5,G,VVS2,6,3635.82
1788,0.55,Ideal,5,I,VS2,5,2424.65
1789,0.38,Ideal,5,F,VS2,5,994.44
1790,0.53,Ideal,5,D,VS2,5,2256.39
1791,1.68,Good,2,E,I1,1,9641.04
1792,1.22,Premium,4,H,SI1,3,6995.26
1793,2,Fair,1,H,SI2,2,12629.1
1794,1.01,Premium,4,F,SI2,2,4774.53
1795,0.9,Ideal,5,H,SI2,2,4007.2
1796,0.26,Ideal,5,H,VS1,4,-469.12
1797,1.01,Ideal,5,E,SI2,2,4932.63
1798,0.92,Very Good,3,F,SI1,3,4313.26
1799,1.5,Premium,4,E,SI2,2,8896.9
1800,1.34,Very Good,3,H,VS2,5,8754.72
1801,0.31,Ideal,5,D,VS2,5,405.53
1802,0.61,Good,2,F,VS1,4,2001.13
1803,0.4,Good,2,F,SI1,3,-219.6
1804,0.3,Ideal,5,H,VS2,5,321.4
1805,0.95,Ideal,5,E,SI2,2,4427.85
1806,0.32,Ideal,5,G,VS1,4,35.66
1807,1.66,Good,2,J,VS2,5,11288.78
1808,1.22,Premium,4,D,VS2,5,7903.26
1809,2.53,Premium,4,H,SI2,2,17562.29
1810,0.3,Ideal,5,H,VS1,4,-132.6
1811,0.25,Very Good,3,H,VVS2,6,38.55
1812,0.73,Ideal,5,G,VS1,4,3484.99
1813,0.3,Very Good,3,I,IF,8,1367.2
1814,1.31,Premium,4,I,SI2,2,7298.43
1815,1.01,Very Good,3,F,VS2,5,5978.43
1816,0.41,Very Good,3,D,VS2,5,930.63
1817,0.37,Premium,4,G,SI1,3,-155.79
1818,0.3,Very Good,3,F,VVS1,7,913.2
1819,0.51,Premium,4,E,VS2,5,1930.03
1820,2.56,Good,2,J,SI2,2,17498.48
1821,0.38,Premium,4,H,SI1,3,-71.66
1822,0.38,Very Good,3,G,VS1,4,224.24
1823,0.58,Ideal,5,G,VS2,5,2677.04
1824,0.74,Ideal,5,G,SI2,2,2661.12
1825,0.31,Ideal,5,I,SI1,3,-502.47
1826,1,Good,2,G,VS2,5,5736.2
1827,0.31,Very Good,3,H,VS2,5,89.33
1828,0.61,Premium,4,F,VVS2,6,3225.33
1829,0.81,Ideal,5,F,VS2,5,4612.03
1830,0.58,Ideal,5,F,SI1,3,1769.04
1831,0.38,Very Good,3,F,VS2,5,678.24
1832,0.54,Ideal,5,E,SI1,3,1432.52
1833,0.57,Very Good,3,E,VS2,5,2276.71
1834,1.01,Premium,4,G,SI1,3,5228.53
1835,0.57,Fair,1,F,VS1,4,1506.51
1836,0.73,Premium,4,E,SI1,3,2872.89
1837,1.18,Ideal,5,E,SI2,2,6362.84
1838,0.31,Ideal,5,F,IF,8,1767.53
1839,0.3,Ideal,5,H,VS1,4,-132.6
1840,0.34,Ideal,5,E,VS2,5,657.92
1841,0.7,Very Good,3,G,SI2,2,2008.4
1842,0.3,Ideal,5,G,VS1,4,-132.6
1843,0.58,Ideal,5,E,VVS2,6,3131.04
1844,1.24,Ideal,5,E,VS2,5,8229.62
1845,1.23,Very Good,3,F,VS1,4,7375.29
1846,0.57,Ideal,5,E,SI1,3,1684.91
1847,0.32,Ideal,5,E,VVS1,7,1397.66
1848,0.9,Ideal,5,G,VVS1,7,6277.2
1849,0.39,Ideal,5,E,VVS2,6,1532.57
1850,0.8,Ideal,5,H,SI1,3,3619.9
1851,1.14,Ideal,5,G,VS1,4,6934.32
1852,0.72,Very Good,3,G,VS1,4,3084.66
1853,0.31,Ideal,5,E,VS2,5,405.53
1854,0.54,Ideal,5,D,SI1,3,1432.52
1855,0.32,Ideal,5,I,VS2,5,489.66
1856,0.32,Ideal,5,D,VS2,5,489.66
1857,0.27,Ideal,5,E,VS2,5,69.01
1858,1.06,Ideal,5,F,I1,1,4899.28
1859,1.01,Premium,4,F,VS2,5,6136.53
1860,1.04,Premium,4,G,SI2,2,5026.92
1861,0.25,Premium,4,E,VVS2,6,196.65
1862,0.3,Ideal,5,H,VS2,5,321.4
1863,0.51,Premium,4,G,SI2,2,568.03
1864,0.73,Ideal,5,I,VS1,4,3484.99
1865,0.44,Ideal,5,I,VS1,4,1045.22
1866,0.33,Very Good,3,I,SI1,3,-650.41
1867,0.7,Very Good,3,E,SI1,3,2462.4
1868,1,Good,2,H,VVS2,6,6190.2
1869,0.3,Ideal,5,G,VVS1,7,1229.4
1870,0.76,Premium,4,E,SI2,2,2671.28
1871,0.79,Ideal,5,F,SI1,3,3535.77
1872,0.76,Ideal,5,F,VS2,5,4191.38
1873,0.51,Ideal,5,F,VS1,4,1634.13
1874,0.53,Ideal,5,D,VS2,5,2256.39
1875,0.56,Fair,1,E,VVS2,6,2330.38
1876,0.31,Ideal,5,F,VVS1,7,1313.53
1877,0.41,Premium,4,E,VS1,4,634.73
1878,0.54,Ideal,5,F,VS2,5,2340.52
1879,1,Very Good,3,G,SI1,3,4986.3
1880,1.01,Very Good,3,H,SI1,3,5070.43
1881,1.65,Ideal,5,G,VS1,4,11224.95
1882,0.24,Ideal,5,F,IF,8,1178.62
1883,0.33,Ideal,5,E,SI1,3,-334.21
1884,0.78,Ideal,5,F,VS2,5,4359.64
1885,1.01,Very Good,3,G,VS2,5,5978.43
1886,0.74,Very Good,3,E,SI2,2,2344.92
1887,0.51,Premium,4,D,VS1,4,1476.03
1888,2.01,Good,2,I,SI1,3,13325.33
1889,0.34,Ideal,5,G,SI1,3,-250.08
1890,1.23,Ideal,5,I,SI1,3,7237.49
1891,0.39,Ideal,5,F,VVS2,6,1532.57
1892,1.5,Very Good,3,H,VS1,4,9646.8
1893,0.31,Ideal,5,E,VVS1,7,1313.53
1894,0.34,Ideal,5,D,VS2,5,657.92
1895,0.34,Ideal,5,G,IF,8,2019.92
1896,0.33,Ideal,5,G,VS1,4,119.79
1897,0.3,Ideal,5,H,SI1,3,-586.6
1898,0.28,Ideal,5,D,VS2,5,153.14
1899,0.35,Very Good,3,D,VS1,4,-28.15
1900,0.3,Ideal,5,F,IF,8,1683.4
1901,1.4,Ideal,5,J,SI1,3,8667.7
1902,0.35,Premium,4,E,SI1,3,-324.05
1903,0.42,Premium,4,G,SI1,3,264.86
1904,1.75,Ideal,5,I,SI1,3,11612.25
1905,0.42,Ideal,5,E,SI2,2,-31.04
1906,1.26,Ideal,5,G,VS1,4,7943.88
1907,1.25,Ideal,5,J,VS1,4,7859.75
1908,1.01,Premium,4,E,SI1,3,5228.53
1909,0.23,Good,2,E,VVS1,7,166.19
1910,1.15,Ideal,5,J,VS1,4,7018.45
1911,1.02,Premium,4,I,SI2,2,4858.66
1912,0.39,Ideal,5,H,IF,8,2440.57
1913,0.37,Premium,4,I,VVS1,7,1660.21
1914,0.9,Good,2,H,SI1,3,3986.9
1915,0.27,Very Good,3,G,VVS1,7,660.81
1916,0.53,Premium,4,F,I1,1,282.29
1917,0.57,Premium,4,G,VS1,4,1980.81
1918,0.76,Premium,4,H,SI1,3,3125.28
1919,1.02,Ideal,5,J,SI2,2,5016.76
1920,0.58,Premium,4,E,VS2,5,2518.94
1921,0.7,Good,2,D,SI2,2,1850.3
1922,0.32,Good,2,D,SI1,3,-892.64
1923,0.72,Very Good,3,E,VS2,5,3538.66
1924,0.73,Premium,4,E,VS2,5,3780.89
1925,1.02,Very Good,3,G,VS2,5,6062.56
1926,0.4,Very Good,3,D,VS2,5,846.5
1927,0.31,Ideal,5,H,VS1,4,-48.47
1928,1.04,Ideal,5,G,VS2,5,6547.02
1929,0.71,Very Good,3,F,VS2,5,3454.53
1930,0.34,Premium,4,I,VVS1,7,1407.82
1931,0.3,Very Good,3,G,VVS1,7,913.2
1932,0.71,Premium,4,D,VS2,5,3612.63
1933,2.28,Premium,4,H,SI2,2,15459.04
1934,0.72,Very Good,3,E,SI1,3,2630.66
1935,0.91,Good,2,E,VS2,5,4979.03
1936,0.5,Very Good,3,E,VS1,4,1233.8
1937,0.91,Premium,4,F,SI2,2,3933.23
1938,0.3,Ideal,5,E,VS2,5,321.4
1939,0.41,Premium,4,E,SI2,2,-273.27
1940,0.71,Premium,4,I,VVS1,7,4520.63
1941,0.92,Good,2,E,SI1,3,4155.16
1942,0.3,Ideal,5,D,VS2,5,321.4
1943,0.7,Premium,4,H,SI1,3,2620.5
1944,2.36,Premium,4,H,SI2,2,16132.08
1945,0.35,Ideal,5,I,IF,8,2104.05
1946,0.7,Ideal,5,E,VS1,4,3232.6
1947,0.81,Ideal,5,J,VS2,5,4612.03
1948,0.53,Ideal,5,G,SI2,2,894.39
1949,1.07,Ideal,5,G,SI1,3,5891.41
1950,1.51,Very Good,3,J,VS1,4,9730.93
1951,0.31,Ideal,5,F,VS2,5,405.53
1952,1.61,Premium,4,H,SI1,3,10276.33
1953,0.3,Good,2,G,VVS2,6,301.1
1954,0.39,Ideal,5,D,VVS2,6,1532.57
1955,0.43,Ideal,5,E,VVS2,6,1869.09
1956,1.04,Premium,4,I,SI1,3,5480.92
1957,0.35,Ideal,5,E,VS2,5,742.05
1958,1.02,Very Good,3,F,SI1,3,5154.56
1959,0.92,Ideal,5,G,VS2,5,5537.46
1960,0.9,Very Good,3,F,VS1,4,4599
1961,0.59,Very Good,3,D,SI1,3,1536.97
1962,1.09,Ideal,5,H,SI1,3,6059.67
1963,0.5,Ideal,5,E,VS2,5,2004
1964,0.81,Premium,4,H,SI2,2,3091.93
1965,0.54,Good,2,H,VS1,4,1412.22
1966,0.52,Ideal,5,D,VS2,5,2172.26
1967,0.92,Premium,4,F,SI2,2,4017.36
1968,2.12,Very Good,3,H,SI2,2,13954.86
1969,2.01,Good,2,I,SI2,2,12871.33
1970,1.2,Very Good,3,F,VVS2,6,8030.9
1971,1.18,Premium,4,G,SI2,2,6204.74
1972,0.61,Ideal,5,F,VS1,4,2475.43
1973,1.06,Very Good,3,F,VS2,5,6399.08
1974,0.42,Premium,4,H,VVS1,7,2080.86
1975,0.51,Premium,4,D,VS2,5,1930.03
1976,0.3,Ideal,5,E,VVS1,7,1229.4
1977,0.31,Ideal,5,E,VS2,5,405.53
1978,1.11,Very Good,3,H,SI1,3,5911.73
1979,0.31,Premium,4,H,VVS2,6,701.43
1980,0.72,Ideal,5,G,VS2,5,3854.86
1981,0.76,Very Good,3,I,SI1,3,2967.18
1982,0.35,Premium,4,F,VS2,5,583.95
1983,0.8,Good,2,G,VS2,5,4053.6
1984,1.02,Premium,4,D,SI2,2,4858.66
1985,0.7,Ideal,5,F,SI1,3,2778.6
1986,1.13,Ideal,5,G,VS2,5,7304.19
1987,1.01,Fair,1,E,SI2,2,4300.23
1988,0.57,Very Good,3,D,SI1,3,1368.71
1989,2.01,Good,2,G,SI2,2,12871.33
1990,0.52,Ideal,5,G,SI2,2,810.26
1991,1.51,Good,2,I,SI1,3,9118.83
1992,1.64,Ideal,5,G,VVS2,6,12048.82
1993,0.8,Fair,1,G,SI2,2,2533.5
1994,0.3,Good,2,D,VS2,5,-152.9
1995,0.43,Ideal,5,G,IF,8,2777.09
1996,0.32,Ideal,5,G,VS2,5,489.66
1997,0.31,Ideal,5,E,VS1,4,-48.47
1998,2.16,Ideal,5,I,SI2,2,14607.58
1999,0.6,Ideal,5,G,VS2,5,2845.3
2000,1.25,Very Good,3,I,SI1,3,7089.55
2001,1.71,Premium,4,G,SI1,3,11117.63
2002,0.42,Ideal,5,F,VVS2,6,1784.96
2003,0.31,Good,2,F,SI1,3,-976.77
2004,0.9,Good,2,D,SI1,3,3986.9
2005,0.31,Good,2,F,VVS2,6,385.23
2006,0.55,Very Good,3,E,VS2,5,2108.45
2007,1.32,Very Good,3,G,SI2,2,7224.46
2008,0.79,Ideal,5,F,SI2,2,3081.77
2009,0.4,Ideal,5,F,VS2,5,1162.7
2010,0.31,Ideal,5,G,VVS1,7,1313.53
2011,0.7,Very Good,3,F,SI1,3,2462.4
2012,0.9,Good,2,D,VS2,5,4894.9
2013,0.36,Premium,4,E,VS2,5,668.08
2014,0.51,Very Good,3,E,VS2,5,1771.93
2015,0.34,Ideal,5,G,SI1,3,-250.08
2016,0.31,Very Good,3,G,SI1,3,-818.67
2017,0.41,Premium,4,F,VS2,5,1088.73
2018,1.73,Premium,4,H,SI1,3,11285.89
2019,0.31,Ideal,5,F,IF,8,1767.53
2020,0.28,Ideal,5,E,VVS2,6,607.14
2021,0.32,Very Good,3,D,SI1,3,-734.54
2022,0.51,Very Good,3,G,VS2,5,1771.93
2023,1.21,Ideal,5,F,SI2,2,6615.23
2024,0.71,Very Good,3,D,VS2,5,3454.53
2025,0.9,Very Good,3,E,SI1,3,4145
2026,0.92,Premium,4,J,VS2,5,5379.36
2027,0.41,Ideal,5,E,VS2,5,1246.83
2028,1.11,Premium,4,G,SI2,2,5615.83
2029,0.58,Premium,4,E,VS2,5,2518.94
2030,0.25,Very Good,3,G,VS2,5,-415.45
2031,1,Good,2,E,SI2,2,4374.2
2032,1.01,Very Good,3,G,VS1,4,5524.43
2033,0.37,Very Good,3,D,VVS1,7,1502.11
2034,1.15,Ideal,5,G,VVS1,7,8380.45
2035,1.2,Ideal,5,G,VS1,4,7439.1
2036,1.5,Good,2,H,VS1,4,9488.7
2037,1.5,Ideal,5,H,VS1,4,9963
2038,0.84,Good,2,G,SI1,3,3482.12
2039,0.51,Premium,4,F,VVS2,6,2384.03
2040,1.54,Ideal,5,G,SI2,2,9391.52
2041,0.35,Good,2,E,VS1,4,-186.25
2042,1.01,Premium,4,G,VS2,5,6136.53
2043,1.11,Very Good,3,F,VVS1,7,7727.73
2044,1.16,Premium,4,G,VVS1,7,8306.48
2045,1.01,Fair,1,G,SI1,3,4754.23
2046,1.26,Ideal,5,J,SI1,3,7489.88
2047,1.03,Ideal,5,G,VVS1,7,7370.89
2048,0.53,Ideal,5,E,VS2,5,2256.39
2049,0.3,Ideal,5,D,VS1,4,-132.6
2050,1.06,Premium,4,G,SI2,2,5195.18
2051,1.22,Premium,4,H,VS1,4,7449.26
2052,0.39,Very Good,3,E,VS1,4,308.37
2053,0.7,Very Good,3,F,VS2,5,3370.4
2054,1.5,Premium,4,E,SI1,3,9350.9
2055,0.72,Very Good,3,E,SI1,3,2630.66
2056,1.03,Ideal,5,G,SI1,3,5554.89
2057,0.31,Good,2,G,SI1,3,-976.77
2058,2.51,Very Good,3,I,SI2,2,17235.93
2059,2.63,Ideal,5,J,SI2,2,18561.69
2060,1.27,Ideal,5,G,VS2,5,8482.01
2061,0.81,Premium,4,D,SI1,3,3545.93
2062,0.9,Ideal,5,G,SI1,3,4461.2
2063,0.33,Ideal,5,E,VS2,5,573.79
2064,1.61,Ideal,5,G,VS1,4,10888.43
2065,0.36,Ideal,5,F,VS2,5,826.18
2066,1.3,Premium,4,D,SI1,3,7668.3
2067,0.9,Fair,1,H,VS2,5,4736.8
2068,1,Good,2,D,SI1,3,4828.2
2069,1.52,Very Good,3,D,SI2,2,8907.06
2070,0.55,Very Good,3,D,VS2,5,2108.45
2071,1,Very Good,3,I,VS1,4,5440.3
2072,0.34,Premium,4,I,VVS1,7,1407.82
2073,0.53,Very Good,3,F,VS2,5,1940.19
2074,0.7,Premium,4,F,SI1,3,2620.5
2075,1.18,Premium,4,I,VS1,4,7112.74
2076,0.42,Ideal,5,G,SI1,3,422.96
2077,2.26,Ideal,5,I,SI2,2,15448.88
2078,0.42,Very Good,3,H,VS2,5,1014.76
2079,0.73,Ideal,5,I,VS1,4,3484.99
2080,0.31,Ideal,5,E,VS2,5,405.53
2081,0.74,Ideal,5,F,VS1,4,3569.12
2082,1.31,Premium,4,J,SI1,3,7752.43
2083,1.01,Good,2,E,VS2,5,5820.33
2084,0.4,Premium,4,F,SI1,3,96.6
2085,0.4,Very Good,3,E,VS2,5,846.5
2086,1.52,Very Good,3,F,VS2,5,10269.06
2087,0.32,Premium,4,G,SI1,3,-576.44
2088,0.3,Ideal,5,E,SI1,3,-586.6
2089,0.61,Ideal,5,E,VS1,4,2475.43
2090,2,Very Good,3,J,SI1,3,13399.3
2091,0.51,Ideal,5,D,VS1,4,1634.13
2092,0.7,Ideal,5,F,SI1,3,2778.6
2093,0.91,Very Good,3,D,SI2,2,3775.13
2094,0.71,Very Good,3,G,VVS2,6,3908.53
2095,0.42,Ideal,5,D,VS2,5,1330.96
2096,1.56,Very Good,3,H,SI2,2,9243.58
2097,0.33,Ideal,5,E,VS2,5,573.79
2098,0.54,Ideal,5,F,VS1,4,1886.52
2099,0.36,Ideal,5,E,SI1,3,-81.82
2100,1.21,Premium,4,H,VS1,4,7365.13
2101,0.27,Very Good,3,D,VS2,5,-247.19
2102,2.07,Premium,4,H,SI1,3,14146.31
2103,0.3,Very Good,3,I,VS2,5,5.2
2104,0.31,Very Good,3,G,VVS1,7,997.33
2105,1.51,Premium,4,E,SI1,3,9435.03
2106,0.41,Premium,4,D,SI2,2,-273.27
2107,0.43,Ideal,5,F,SI1,3,507.09
2108,2.02,Premium,4,F,SI2,2,13271.66
2109,0.71,Very Good,3,I,VS1,4,3000.53
2110,0.25,Ideal,5,I,VS2,5,-99.25
2111,0.3,Ideal,5,G,VVS1,7,1229.4
2112,0.48,Premium,4,F,VS2,5,1677.64
2113,0.73,Ideal,5,G,VS2,5,3938.99
2114,0.35,Ideal,5,H,VVS1,7,1650.05
2115,0.73,Premium,4,E,SI2,2,2418.89
2116,0.72,Ideal,5,H,VVS2,6,4308.86
2117,0.6,Very Good,3,E,SI2,2,1167.1
2118,1.5,Very Good,3,E,SI2,2,8738.8
2119,0.31,Ideal,5,G,VVS1,7,1313.53
2120,1,Good,2,F,SI1,3,4828.2
2121,0.78,Good,2,F,VS1,4,3431.34
2122,1.76,Ideal,5,I,VS1,4,12150.38
2123,0.9,Premium,4,E,SI1,3,4303.1
2124,1,Good,2,D,VS2,5,5736.2
2125,0.7,Premium,4,G,SI1,3,2620.5
2126,0.41,Premium,4,G,VVS2,6,1542.73
2127,0.52,Ideal,5,D,VS1,4,1718.26
2128,0.64,Premium,4,D,SI2,2,1661.72
2129,0.91,Premium,4,E,SI1,3,4387.23
2130,0.51,Ideal,5,D,VS2,5,2088.13
2131,0.3,Good,2,E,VVS2,6,301.1
2132,0.47,Good,2,F,VS1,4,823.31
2133,0.71,Ideal,5,F,VVS1,7,4678.73
2134,0.31,Ideal,5,F,VVS2,6,859.53
2135,0.3,Ideal,5,H,VVS2,6,775.4
2136,1,Premium,4,H,SI1,3,5144.4
2137,0.33,Ideal,5,E,VS2,5,573.79
2138,1.04,Premium,4,F,SI2,2,5026.92
2139,0.71,Very Good,3,E,VS2,5,3454.53
2140,1.05,Very Good,3,E,SI2,2,4952.95
2141,0.42,Ideal,5,H,VVS1,7,2238.96
2142,0.33,Very Good,3,H,IF,8,1619.59
2143,0.32,Premium,4,I,VS2,5,331.56
2144,1.01,Good,2,I,SI2,2,4458.33
2145,0.5,Ideal,5,G,VVS1,7,2912
2146,0.3,Premium,4,E,VS1,4,-290.7
2147,0.53,Ideal,5,D,VS2,5,2256.39
2148,1.04,Ideal,5,F,SI1,3,5639.02
2149,0.7,Ideal,5,E,VS1,4,3232.6
2150,0.36,Premium,4,D,VS2,5,668.08
2151,0.27,Ideal,5,E,VS2,5,69.01
2152,0.39,Ideal,5,E,VS2,5,1078.57
